game_play_id,player_id,position,fc_attribution,baseline_fc
2022090800_191,42392.0,C,0.018489917740225792,"[0.5404306  0.5195437  0.4906578  0.46428388 0.42975587 0.3684349
 0.31425905 0.2568178  0.21738996 0.6003633  0.2097512  0.5776012 ]"
2022090800_191,44875.0,LT,0.002227276563644409,"[0.5404306  0.5195437  0.4906578  0.46428388 0.42975587 0.3684349
 0.31425905 0.2568178  0.21738996 0.6003633  0.2097512  0.5776012 ]"
2022090800_191,48512.0,RG,0.051214199513196945,"[0.5404306  0.5195437  0.4906578  0.46428388 0.42975587 0.3684349
 0.31425905 0.2568178  0.21738996 0.6003633  0.2097512  0.5776012 ]"
2022090800_191,53522.0,RT,0.02112487703561783,"[0.5404306  0.5195437  0.4906578  0.46428388 0.42975587 0.3684349
 0.31425905 0.2568178  0.21738996 0.6003633  0.2097512  0.5776012 ]"
2022090800_1946,42400.0,RT,0.02787698060274124,"[0.55582035 0.07738025 0.5354011  0.07039377 0.54685277 0.571208
 0.57845944 0.5883509  0.6098374  0.51954556 0.30196577 0.14754574
 0.09758085]"
2022090800_1946,46158.0,LT,0.000738994509447366,"[0.55582035 0.07738025 0.5354011  0.07039377 0.54685277 0.571208
 0.57845944 0.5883509  0.6098374  0.51954556 0.30196577 0.14754574
 0.09758085]"
2022090800_1946,46180.0,C,0.006125202868133783,"[0.55582035 0.07738025 0.5354011  0.07039377 0.54685277 0.571208
 0.57845944 0.5883509  0.6098374  0.51954556 0.30196577 0.14754574
 0.09758085]"
2022090800_1946,46376.0,RG,0.05932309105992317,"[0.55582035 0.07738025 0.5354011  0.07039377 0.54685277 0.571208
 0.57845944 0.5883509  0.6098374  0.51954556 0.30196577 0.14754574
 0.09758085]"
2022090800_1946,47952.0,LG,0.034187912940979004,"[0.55582035 0.07738025 0.5354011  0.07039377 0.54685277 0.571208
 0.57845944 0.5883509  0.6098374  0.51954556 0.30196577 0.14754574
 0.09758085]"
2022090800_2043,35472.0,LG,0.021721884608268738,"[0.68101966 0.57585126 0.49016318 0.4062527  0.30730948 0.8535941
 0.8738867  0.8337497  0.7700429 ]"
2022090800_2043,42392.0,C,0.06869823485612869,"[0.68101966 0.57585126 0.49016318 0.4062527  0.30730948 0.8535941
 0.8738867  0.8337497  0.7700429 ]"
2022090800_2043,44875.0,LT,0.05466258525848389,"[0.68101966 0.57585126 0.49016318 0.4062527  0.30730948 0.8535941
 0.8738867  0.8337497  0.7700429 ]"
2022090800_2043,48512.0,RG,0.04504168778657913,"[0.68101966 0.57585126 0.49016318 0.4062527  0.30730948 0.8535941
 0.8738867  0.8337497  0.7700429 ]"
2022090800_2043,53522.0,RT,0.006518018431961536,"[0.68101966 0.57585126 0.49016318 0.4062527  0.30730948 0.8535941
 0.8738867  0.8337497  0.7700429 ]"
2022090800_2072,35472.0,LG,0.002426260383799672,"[0.3864957  0.33573544 0.2853605  0.22749402 0.15264004 0.09066203
 0.07327828 0.08308198 0.09399792 0.10182921 0.15595359 0.21600129
 0.5960852  0.59519297 0.57895976 0.5787465  0.5880791  0.6013141
 0.548493   0.45783487]"
2022090800_2072,42392.0,C,0.0009370269835926592,"[0.3864957  0.33573544 0.2853605  0.22749402 0.15264004 0.09066203
 0.07327828 0.08308198 0.09399792 0.10182921 0.15595359 0.21600129
 0.5960852  0.59519297 0.57895976 0.5787465  0.5880791  0.6013141
 0.548493   0.45783487]"
2022090800_2072,44875.0,LT,0.011438791640102863,"[0.3864957  0.33573544 0.2853605  0.22749402 0.15264004 0.09066203
 0.07327828 0.08308198 0.09399792 0.10182921 0.15595359 0.21600129
 0.5960852  0.59519297 0.57895976 0.5787465  0.5880791  0.6013141
 0.548493   0.45783487]"
2022090800_2072,48512.0,RG,0.0025705769658088684,"[0.3864957  0.33573544 0.2853605  0.22749402 0.15264004 0.09066203
 0.07327828 0.08308198 0.09399792 0.10182921 0.15595359 0.21600129
 0.5960852  0.59519297 0.57895976 0.5787465  0.5880791  0.6013141
 0.548493   0.45783487]"
2022090800_2072,53522.0,RT,0.0012085437774658203,"[0.3864957  0.33573544 0.2853605  0.22749402 0.15264004 0.09066203
 0.07327828 0.08308198 0.09399792 0.10182921 0.15595359 0.21600129
 0.5960852  0.59519297 0.57895976 0.5787465  0.5880791  0.6013141
 0.548493   0.45783487]"
2022090800_2163,35472.0,LG,0.025531193241477013,"[0.5833006  0.60012776 0.6002357  0.55588984 0.4342909  0.3245734
 0.2427834  0.6070818  0.5976582  0.5758613 ]"
2022090800_2163,42392.0,C,0.05260086804628372,"[0.5833006  0.60012776 0.6002357  0.55588984 0.4342909  0.3245734
 0.2427834  0.6070818  0.5976582  0.5758613 ]"
2022090800_2163,44875.0,LT,0.060094498097896576,"[0.5833006  0.60012776 0.6002357  0.55588984 0.4342909  0.3245734
 0.2427834  0.6070818  0.5976582  0.5758613 ]"
2022090800_2163,48512.0,RG,0.00039947032928466797,"[0.5833006  0.60012776 0.6002357  0.55588984 0.4342909  0.3245734
 0.2427834  0.6070818  0.5976582  0.5758613 ]"
2022090800_2163,53522.0,RT,0.0012240171199664474,"[0.5833006  0.60012776 0.6002357  0.55588984 0.4342909  0.3245734
 0.2427834  0.6070818  0.5976582  0.5758613 ]"
2022090800_2360,42400.0,RT,0.08443304896354675,"[0.540669   0.49112776 0.42510846 0.33229145 0.25933757 0.70435095
 0.7364732  0.6727247  0.63314664]"
2022090800_2360,46158.0,LT,0.004952255170792341,"[0.540669   0.49112776 0.42510846 0.33229145 0.25933757 0.70435095
 0.7364732  0.6727247  0.63314664]"
2022090800_2360,46180.0,C,0.02734457701444626,"[0.540669   0.49112776 0.42510846 0.33229145 0.25933757 0.70435095
 0.7364732  0.6727247  0.63314664]"
2022090800_2360,46376.0,RG,0.04843595251441002,"[0.540669   0.49112776 0.42510846 0.33229145 0.25933757 0.70435095
 0.7364732  0.6727247  0.63314664]"
2022090800_2360,47952.0,LG,0.020369427278637886,"[0.540669   0.49112776 0.42510846 0.33229145 0.25933757 0.70435095
 0.7364732  0.6727247  0.63314664]"
2022090800_2485,35472.0,LG,0.02659434638917446,"[0.6097717  0.5661623  0.44490585 0.6340926  0.6179666  0.5907305
 0.6013404 ]"
2022090800_2485,42392.0,C,0.023828009143471718,"[0.6097717  0.5661623  0.44490585 0.6340926  0.6179666  0.5907305
 0.6013404 ]"
2022090800_2485,44875.0,LT,0.06988607347011566,"[0.6097717  0.5661623  0.44490585 0.6340926  0.6179666  0.5907305
 0.6013404 ]"
2022090800_2485,48512.0,RG,0.022863689810037613,"[0.6097717  0.5661623  0.44490585 0.6340926  0.6179666  0.5907305
 0.6013404 ]"
2022090800_2485,53522.0,RT,0.01002909429371357,"[0.6097717  0.5661623  0.44490585 0.6340926  0.6179666  0.5907305
 0.6013404 ]"
2022090800_2506,35472.0,LG,0.05076608806848526,"[0.3970683  0.24113366 0.19777398 0.22909603 0.27752694 0.2773183
 0.61467236 0.32606104 0.6061683  0.3387942  0.6058617  0.33291355
 0.6210428  0.33665395 0.57915664]"
2022090800_2506,42392.0,C,0.08880974352359772,"[0.3970683  0.24113366 0.19777398 0.22909603 0.27752694 0.2773183
 0.61467236 0.32606104 0.6061683  0.3387942  0.6058617  0.33291355
 0.6210428  0.33665395 0.57915664]"
2022090800_2506,44875.0,LT,0.05317458510398865,"[0.3970683  0.24113366 0.19777398 0.22909603 0.27752694 0.2773183
 0.61467236 0.32606104 0.6061683  0.3387942  0.6058617  0.33291355
 0.6210428  0.33665395 0.57915664]"
2022090800_2506,48512.0,RG,0.0008453180198557675,"[0.3970683  0.24113366 0.19777398 0.22909603 0.27752694 0.2773183
 0.61467236 0.32606104 0.6061683  0.3387942  0.6058617  0.33291355
 0.6210428  0.33665395 0.57915664]"
2022090800_2506,53522.0,RT,0.05456157401204109,"[0.3970683  0.24113366 0.19777398 0.22909603 0.27752694 0.2773183
 0.61467236 0.32606104 0.6061683  0.3387942  0.6058617  0.33291355
 0.6210428  0.33665395 0.57915664]"
2022090800_2551,35472.0,LG,0.08305909484624863,"[0.48987827 0.20279467 0.423235   0.20957826 0.40009218 0.37074843
 0.36775646 0.3946933  0.42617133 0.42120844 0.78401583 0.34896725
 0.74478227 0.23019364 0.624855   0.21258125]"
2022090800_2551,42392.0,C,0.07958046346902847,"[0.48987827 0.20279467 0.423235   0.20957826 0.40009218 0.37074843
 0.36775646 0.3946933  0.42617133 0.42120844 0.78401583 0.34896725
 0.74478227 0.23019364 0.624855   0.21258125]"
2022090800_2551,44875.0,LT,0.11874546110630035,"[0.48987827 0.20279467 0.423235   0.20957826 0.40009218 0.37074843
 0.36775646 0.3946933  0.42617133 0.42120844 0.78401583 0.34896725
 0.74478227 0.23019364 0.624855   0.21258125]"
2022090800_2551,48512.0,RG,0.034821879118680954,"[0.48987827 0.20279467 0.423235   0.20957826 0.40009218 0.37074843
 0.36775646 0.3946933  0.42617133 0.42120844 0.78401583 0.34896725
 0.74478227 0.23019364 0.624855   0.21258125]"
2022090800_2551,53522.0,RT,0.0008521825075149536,"[0.48987827 0.20279467 0.423235   0.20957826 0.40009218 0.37074843
 0.36775646 0.3946933  0.42617133 0.42120844 0.78401583 0.34896725
 0.74478227 0.23019364 0.624855   0.21258125]"
2022090800_299,42400.0,RT,0.11280401051044464,"[0.27993906 0.83139133 0.30813757 0.84660023 0.30133286 0.7350866
 0.6603977  0.61277604 0.59584904 0.5674234  0.47786975 0.38223788
 0.2788881 ]"
2022090800_299,46158.0,LT,0.028537848964333534,"[0.27993906 0.83139133 0.30813757 0.84660023 0.30133286 0.7350866
 0.6603977  0.61277604 0.59584904 0.5674234  0.47786975 0.38223788
 0.2788881 ]"
2022090800_299,46180.0,C,0.06980060786008835,"[0.27993906 0.83139133 0.30813757 0.84660023 0.30133286 0.7350866
 0.6603977  0.61277604 0.59584904 0.5674234  0.47786975 0.38223788
 0.2788881 ]"
2022090800_299,46376.0,RG,0.0850091353058815,"[0.27993906 0.83139133 0.30813757 0.84660023 0.30133286 0.7350866
 0.6603977  0.61277604 0.59584904 0.5674234  0.47786975 0.38223788
 0.2788881 ]"
2022090800_299,47952.0,LG,0.12115318328142166,"[0.27993906 0.83139133 0.30813757 0.84660023 0.30133286 0.7350866
 0.6603977  0.61277604 0.59584904 0.5674234  0.47786975 0.38223788
 0.2788881 ]"
2022090800_3145,42400.0,RT,0.12101911753416061,"[0.4171804  0.36371407 0.27216774 0.3063816  0.40804648 0.7720306
 0.46358165 0.6314112  0.51616997 0.52034986 0.51060987 0.45687118]"
2022090800_3145,46158.0,LT,0.01608191430568695,"[0.4171804  0.36371407 0.27216774 0.3063816  0.40804648 0.7720306
 0.46358165 0.6314112  0.51616997 0.52034986 0.51060987 0.45687118]"
2022090800_3145,46180.0,C,0.04945921525359154,"[0.4171804  0.36371407 0.27216774 0.3063816  0.40804648 0.7720306
 0.46358165 0.6314112  0.51616997 0.52034986 0.51060987 0.45687118]"
2022090800_3145,46376.0,RG,0.08991660922765732,"[0.4171804  0.36371407 0.27216774 0.3063816  0.40804648 0.7720306
 0.46358165 0.6314112  0.51616997 0.52034986 0.51060987 0.45687118]"
2022090800_3145,47952.0,LG,0.03831974044442177,"[0.4171804  0.36371407 0.27216774 0.3063816  0.40804648 0.7720306
 0.46358165 0.6314112  0.51616997 0.52034986 0.51060987 0.45687118]"
2022090800_3341,42400.0,RT,0.05649493262171745,"[0.7500494  0.709331   0.6671618  0.52109206 0.5051034  0.46982706
 0.7742057 ]"
2022090800_3341,46158.0,LT,0.03113515116274357,"[0.7500494  0.709331   0.6671618  0.52109206 0.5051034  0.46982706
 0.7742057 ]"
2022090800_3341,46180.0,C,0.09511278569698334,"[0.7500494  0.709331   0.6671618  0.52109206 0.5051034  0.46982706
 0.7742057 ]"
2022090800_3341,46376.0,RG,0.05301521345973015,"[0.7500494  0.709331   0.6671618  0.52109206 0.5051034  0.46982706
 0.7742057 ]"
2022090800_3341,47952.0,LG,0.10271307080984116,"[0.7500494  0.709331   0.6671618  0.52109206 0.5051034  0.46982706
 0.7742057 ]"
2022090800_3362,42400.0,RT,0.11782592535018921,[0.58288425 0.7667574  0.7187949  0.7020388  0.66499203 0.60118926]
2022090800_3362,46158.0,LT,0.09086707979440689,[0.58288425 0.7667574  0.7187949  0.7020388  0.66499203 0.60118926]
2022090800_3362,46180.0,C,0.09122363477945328,[0.58288425 0.7667574  0.7187949  0.7020388  0.66499203 0.60118926]
2022090800_3362,46376.0,RG,0.09662026166915894,[0.58288425 0.7667574  0.7187949  0.7020388  0.66499203 0.60118926]
2022090800_3362,47952.0,LG,0.11704353243112564,[0.58288425 0.7667574  0.7187949  0.7020388  0.66499203 0.60118926]
2022090800_343,42400.0,RT,0.07652029395103455,"[0.80741096 0.8049416  0.71923524 0.5239285  0.3763627  0.30640453
 0.30134186 0.77959937]"
2022090800_343,46158.0,LT,0.016567787155508995,"[0.80741096 0.8049416  0.71923524 0.5239285  0.3763627  0.30640453
 0.30134186 0.77959937]"
2022090800_343,46180.0,C,0.042369529604911804,"[0.80741096 0.8049416  0.71923524 0.5239285  0.3763627  0.30640453
 0.30134186 0.77959937]"
2022090800_343,46376.0,RG,0.0735967680811882,"[0.80741096 0.8049416  0.71923524 0.5239285  0.3763627  0.30640453
 0.30134186 0.77959937]"
2022090800_343,47952.0,LG,0.03336728364229202,"[0.80741096 0.8049416  0.71923524 0.5239285  0.3763627  0.30640453
 0.30134186 0.77959937]"
2022090800_3636,42400.0,RT,0.026138896122574806,"[0.25872785 0.28076613 0.31174457 0.86947703 0.8756727  0.75999045
 0.63565594 0.43330225 0.30248293]"
2022090800_3636,46158.0,LT,0.03244123235344887,"[0.25872785 0.28076613 0.31174457 0.86947703 0.8756727  0.75999045
 0.63565594 0.43330225 0.30248293]"
2022090800_3636,46180.0,C,0.10361231863498688,"[0.25872785 0.28076613 0.31174457 0.86947703 0.8756727  0.75999045
 0.63565594 0.43330225 0.30248293]"
2022090800_3636,46376.0,RG,0.09011621028184891,"[0.25872785 0.28076613 0.31174457 0.86947703 0.8756727  0.75999045
 0.63565594 0.43330225 0.30248293]"
2022090800_3636,47952.0,LG,0.07745251804590225,"[0.25872785 0.28076613 0.31174457 0.86947703 0.8756727  0.75999045
 0.63565594 0.43330225 0.30248293]"
2022090800_393,42400.0,RT,0.033601418137550354,"[0.27925923 0.2329972  0.1600792  0.20926787 0.15821642 0.82135797
 0.14788498 0.82052475 0.12864849 0.7922558  0.12647791 0.62500954
 0.3777323  0.30703226]"
2022090800_393,46158.0,LT,0.03105671890079975,"[0.27925923 0.2329972  0.1600792  0.20926787 0.15821642 0.82135797
 0.14788498 0.82052475 0.12864849 0.7922558  0.12647791 0.62500954
 0.3777323  0.30703226]"
2022090800_393,46180.0,C,0.014953464269638062,"[0.27925923 0.2329972  0.1600792  0.20926787 0.15821642 0.82135797
 0.14788498 0.82052475 0.12864849 0.7922558  0.12647791 0.62500954
 0.3777323  0.30703226]"
2022090800_393,46376.0,RG,0.07486708462238312,"[0.27925923 0.2329972  0.1600792  0.20926787 0.15821642 0.82135797
 0.14788498 0.82052475 0.12864849 0.7922558  0.12647791 0.62500954
 0.3777323  0.30703226]"
2022090800_393,47952.0,LG,0.09168935567140579,"[0.27925923 0.2329972  0.1600792  0.20926787 0.15821642 0.82135797
 0.14788498 0.82052475 0.12864849 0.7922558  0.12647791 0.62500954
 0.3777323  0.30703226]"
2022090800_529,35472.0,LG,0.017671674489974976,"[0.70972496 0.5616638  0.4801566  0.44421956 0.3724639  0.86263794
 0.8945747  0.8686494  0.7904074 ]"
2022090800_529,42392.0,C,0.08601710945367813,"[0.70972496 0.5616638  0.4801566  0.44421956 0.3724639  0.86263794
 0.8945747  0.8686494  0.7904074 ]"
2022090800_529,44875.0,LT,0.0035357640590518713,"[0.70972496 0.5616638  0.4801566  0.44421956 0.3724639  0.86263794
 0.8945747  0.8686494  0.7904074 ]"
2022090800_529,48512.0,RG,0.10883978754281998,"[0.70972496 0.5616638  0.4801566  0.44421956 0.3724639  0.86263794
 0.8945747  0.8686494  0.7904074 ]"
2022090800_529,53522.0,RT,0.07041060924530029,"[0.70972496 0.5616638  0.4801566  0.44421956 0.3724639  0.86263794
 0.8945747  0.8686494  0.7904074 ]"
2022090800_933,42400.0,RT,0.07600810378789902,[0.7867119  0.7920023  0.66610956 0.54261714 0.514598   0.41913268]
2022090800_933,46158.0,LT,0.015087932348251343,[0.7867119  0.7920023  0.66610956 0.54261714 0.514598   0.41913268]
2022090800_933,46180.0,C,0.06327200680971146,[0.7867119  0.7920023  0.66610956 0.54261714 0.514598   0.41913268]
2022090800_933,46376.0,RG,0.08474966138601303,[0.7867119  0.7920023  0.66610956 0.54261714 0.514598   0.41913268]
2022090800_933,47952.0,LG,0.02886347472667694,[0.7867119  0.7920023  0.66610956 0.54261714 0.514598   0.41913268]
2022091100_1046,41232.0,LT,0.06669685989618301,"[0.7390296  0.7042645  0.6704354  0.6388365  0.49803892 0.3404192
 0.20266466 0.14674099]"
2022091100_1046,45550.0,LG,0.061070289462804794,"[0.7390296  0.7042645  0.6704354  0.6388365  0.49803892 0.3404192
 0.20266466 0.14674099]"
2022091100_1046,47797.0,RG,0.010121634230017662,"[0.7390296  0.7042645  0.6704354  0.6388365  0.49803892 0.3404192
 0.20266466 0.14674099]"
2022091100_1046,47814.0,RT,0.04089874029159546,"[0.7390296  0.7042645  0.6704354  0.6388365  0.49803892 0.3404192
 0.20266466 0.14674099]"
2022091100_1046,53543.0,C,0.028334088623523712,"[0.7390296  0.7042645  0.6704354  0.6388365  0.49803892 0.3404192
 0.20266466 0.14674099]"
2022091100_1067,41232.0,LT,0.002237865002825856,"[0.7473234  0.78559923 0.68048596 0.62978274 0.50878036 0.3774845
 0.31383634]"
2022091100_1067,45550.0,LG,0.03069738857448101,"[0.7473234  0.78559923 0.68048596 0.62978274 0.50878036 0.3774845
 0.31383634]"
2022091100_1067,47797.0,RG,0.05825832486152649,"[0.7473234  0.78559923 0.68048596 0.62978274 0.50878036 0.3774845
 0.31383634]"
2022091100_1067,47814.0,RT,0.07919936627149582,"[0.7473234  0.78559923 0.68048596 0.62978274 0.50878036 0.3774845
 0.31383634]"
2022091100_1067,53543.0,C,0.08110865950584412,"[0.7473234  0.78559923 0.68048596 0.62978274 0.50878036 0.3774845
 0.31383634]"
2022091100_1088,41232.0,LT,0.06309911608695984,[0.75601417 0.8064741  0.77883023 0.7133513  0.5063922  0.22169104]
2022091100_1088,45550.0,LG,0.08410847187042236,[0.75601417 0.8064741  0.77883023 0.7133513  0.5063922  0.22169104]
2022091100_1088,47797.0,RG,0.04693971946835518,[0.75601417 0.8064741  0.77883023 0.7133513  0.5063922  0.22169104]
2022091100_1088,47814.0,RT,0.015054166316986084,[0.75601417 0.8064741  0.77883023 0.7133513  0.5063922  0.22169104]
2022091100_1088,53543.0,C,0.0734725296497345,[0.75601417 0.8064741  0.77883023 0.7133513  0.5063922  0.22169104]
2022091100_1170,41532.0,LT,0.007494000252336264,"[0.6684026  0.7572533  0.7741114  0.7149181  0.49927416 0.24846487
 0.1206706  0.12176607 0.09990025 0.07799437]"
2022091100_1170,42356.0,LG,0.06635487079620361,"[0.6684026  0.7572533  0.7741114  0.7149181  0.49927416 0.24846487
 0.1206706  0.12176607 0.09990025 0.07799437]"
2022091100_1170,44844.0,RT,0.03264180198311806,"[0.6684026  0.7572533  0.7741114  0.7149181  0.49927416 0.24846487
 0.1206706  0.12176607 0.09990025 0.07799437]"
2022091100_1170,47831.0,C,0.03758002817630768,"[0.6684026  0.7572533  0.7741114  0.7149181  0.49927416 0.24846487
 0.1206706  0.12176607 0.09990025 0.07799437]"
2022091100_1170,52432.0,RG,0.0481293611228466,"[0.6684026  0.7572533  0.7741114  0.7149181  0.49927416 0.24846487
 0.1206706  0.12176607 0.09990025 0.07799437]"
2022091100_1260,41232.0,LT,0.03337232396006584,"[0.6786603  0.6920606  0.6380396  0.60390073 0.59961945 0.6193802
 0.5582849 ]"
2022091100_1260,45550.0,LG,0.03304674103856087,"[0.6786603  0.6920606  0.6380396  0.60390073 0.59961945 0.6193802
 0.5582849 ]"
2022091100_1260,47797.0,RG,0.021509408950805664,"[0.6786603  0.6920606  0.6380396  0.60390073 0.59961945 0.6193802
 0.5582849 ]"
2022091100_1260,47814.0,RT,0.05156195908784866,"[0.6786603  0.6920606  0.6380396  0.60390073 0.59961945 0.6193802
 0.5582849 ]"
2022091100_1260,53543.0,C,0.08984142541885376,"[0.6786603  0.6920606  0.6380396  0.60390073 0.59961945 0.6193802
 0.5582849 ]"
2022091100_1413,41532.0,LT,0.013292587362229824,"[0.7272511  0.70177245 0.66475147 0.6472174  0.44352347 0.22369993
 0.6605263 ]"
2022091100_1413,42356.0,LG,0.036555707454681396,"[0.7272511  0.70177245 0.66475147 0.6472174  0.44352347 0.22369993
 0.6605263 ]"
2022091100_1413,44844.0,RT,0.061391521245241165,"[0.7272511  0.70177245 0.66475147 0.6472174  0.44352347 0.22369993
 0.6605263 ]"
2022091100_1413,47831.0,C,0.03470360487699509,"[0.7272511  0.70177245 0.66475147 0.6472174  0.44352347 0.22369993
 0.6605263 ]"
2022091100_1413,52432.0,RG,0.07736662775278091,"[0.7272511  0.70177245 0.66475147 0.6472174  0.44352347 0.22369993
 0.6605263 ]"
2022091100_145,41232.0,LT,0.005687693599611521,"[0.17846553 0.69622165 0.7264526  0.71277386 0.64162356 0.64086896
 0.55465895 0.4201534  0.35148138 0.31682938 0.24187577]"
2022091100_145,45550.0,LG,0.08477208018302917,"[0.17846553 0.69622165 0.7264526  0.71277386 0.64162356 0.64086896
 0.55465895 0.4201534  0.35148138 0.31682938 0.24187577]"
2022091100_145,47797.0,RG,0.07585244625806808,"[0.17846553 0.69622165 0.7264526  0.71277386 0.64162356 0.64086896
 0.55465895 0.4201534  0.35148138 0.31682938 0.24187577]"
2022091100_145,47814.0,RT,0.07011742889881134,"[0.17846553 0.69622165 0.7264526  0.71277386 0.64162356 0.64086896
 0.55465895 0.4201534  0.35148138 0.31682938 0.24187577]"
2022091100_145,53543.0,C,0.02623833902180195,"[0.17846553 0.69622165 0.7264526  0.71277386 0.64162356 0.64086896
 0.55465895 0.4201534  0.35148138 0.31682938 0.24187577]"
2022091100_1608,41232.0,LT,0.0011125430464744568,"[0.61182666 0.68795943 0.69287455 0.5960695  0.5434994  0.56047213
 0.58001196 0.60160714]"
2022091100_1608,45550.0,LG,0.012847013771533966,"[0.61182666 0.68795943 0.69287455 0.5960695  0.5434994  0.56047213
 0.58001196 0.60160714]"
2022091100_1608,47797.0,RG,0.011034071445465088,"[0.61182666 0.68795943 0.69287455 0.5960695  0.5434994  0.56047213
 0.58001196 0.60160714]"
2022091100_1608,47814.0,RT,0.0588466078042984,"[0.61182666 0.68795943 0.69287455 0.5960695  0.5434994  0.56047213
 0.58001196 0.60160714]"
